1211201851	西藏银币十两	0.jpg	1.jpg	XF	45	1950
1211409401	开国纪念壹圆	20454.jpg	20455.jpg	AU	55	1927
1211409413	东三省造二角	20456.jpg	20457.jpg	AU	58	1909
1211409465	孙中山像壹圆	20458.jpg	20459.jpg	AU	55	1934
1211409493	唐继尧像半圆	20460.jpg	20461.jpg	MS	60	1919
1211409511	孙中山像壹圆	20462.jpg	20463.jpg	AU	58	1934
1211409515	袁世凯像壹圆	20464.jpg	20465.jpg	AU	55	1914
1211409617	孙中山像壹圆	20466.jpg	20467.jpg	AU	58	1934
1211409619	孙中山像壹圆	20468.jpg	20469.jpg	AU	58	1934
1211409621	孙中山像壹圆	20470.jpg	20471.jpg	AU	55	1934
1211409625	孙中山像壹圆	20472.jpg	20473.jpg	AU	55	1934
1211409655	孙中山像壹圆	20474.jpg	20475.jpg	AU	55	1933
1211409709	袁世凯像壹圆	20476.jpg	20477.jpg	AU	55	1914
1211409711	袁世凯像壹圆	20478.jpg	20479.jpg	AU	55	1921
1211409713	袁世凯像壹圆	20480.jpg	20481.jpg	AU	55	1921
1211409743	袁世凯像壹圆	20482.jpg	20483.jpg	AU	55	1921
1211409763	袁世凯像壹圆	20484.jpg	20485.jpg	AU	58	1914
1211409765	袁世凯像壹圆	20486.jpg	20487.jpg	AU	55	1914
1211409769	袁世凯像壹圆	20488.jpg	20489.jpg	AU	55	1914
1211409771	袁世凯像壹圆	20490.jpg	20491.jpg	AU	55	1914
1211409781	云南省造贰角	20492.jpg	20493.jpg	AU	58	1949
1211409789	孙中山像伍角	20494.jpg	20495.jpg	AU	55	1949
1211409791	孙中山像伍角	20496.jpg	20497.jpg	AU	58	1949
1211409793	孙中山像伍角	20498.jpg	20499.jpg	AU	58	1949
1211409795	孙中山像伍角	20500.jpg	20501.jpg	AU	58	1949
1211409797	孙中山像伍角	20502.jpg	20503.jpg	AU	58	1949
1211501665	云南省造半圆	20504.jpg	20505.jpg	AU	55	1911
1211501667	云南省造半圆	20506.jpg	20507.jpg	AU	58	1911
1211501899	广东省造贰毫	20508.jpg	20509.jpg	AU	55	1919
1211501901	广东省造贰毫	20510.jpg	20511.jpg	AU	55	1921
1211501919	云南省造半圆	20512.jpg	20513.jpg	AU	55	1932
1211501921	云南省造半圆	20514.jpg	20515.jpg	AU	55	1911
1211501939	孙中山像壹圆	20516.jpg	20517.jpg	AU	58	1934
1211502005	广东省造二角	20518.jpg	20519.jpg	AU	58	1890
1211502047	袁世凯像壹圆	20520.jpg	20521.jpg	AU	55	1919
1211502093	袁世凯像壹圆	20522.jpg	20523.jpg	AU	55	1920
1211502225	孙中山像壹圆	20524.jpg	20525.jpg	AU	55	1934
1211502227	孙中山像壹圆	20526.jpg	20527.jpg	AU	58	1934
1211502251	袁世凯像壹圆	20528.jpg	20529.jpg	AU	58	1914
1211502281	袁世凯像壹圆	20530.jpg	20531.jpg	AU	55	1914
1211502291	袁世凯像壹圆	20532.jpg	20533.jpg	AU	55	1914
1211502293	袁世凯像壹圆	20534.jpg	20535.jpg	AU	55	1914
1211502295	袁世凯像壹圆	20536.jpg	20537.jpg	AU	55	1914
1211502297	袁世凯像壹圆	20538.jpg	20539.jpg	AU	55	1914
1211502299	袁世凯像壹圆	20540.jpg	20541.jpg	AU	55	1914
1211502301	袁世凯像壹圆	20542.jpg	20543.jpg	AU	55	1914
1211502303	袁世凯像壹圆	20544.jpg	20545.jpg	AU	55	1914
1211502305	袁世凯像壹圆	20546.jpg	20547.jpg	AU	55	1914
1211502307	袁世凯像壹圆	20548.jpg	20549.jpg	AU	55	1914
1211502335	袁世凯像壹圆	20550.jpg	20551.jpg	AU	55	1914
1211502355	袁世凯像壹圆	20552.jpg	20553.jpg	AU	55	1920
1211502415	开国纪念壹圆	20554.jpg	20555.jpg	AU	55	1927
1211502417	开国纪念壹圆	20556.jpg	20557.jpg	AU	58	1927
1211502455	袁世凯像壹圆	20558.jpg	20559.jpg	AU	55	1914
1211502457	袁世凯像壹圆	20560.jpg	20561.jpg	AU	55	1914
1211502459	袁世凯像壹圆	20562.jpg	20563.jpg	AU	55	1914
1211502461	袁世凯像壹圆	20564.jpg	20565.jpg	AU	55	1914
1211502463	袁世凯像壹圆	20566.jpg	20567.jpg	AU	55	1914
1211502465	袁世凯像壹圆	20568.jpg	20569.jpg	AU	55	1921
1211502469	袁世凯像壹圆	20570.jpg	20571.jpg	AU	55	1921
1211502471	袁世凯像壹圆	20572.jpg	20573.jpg	AU	58	1921
1211502473	袁世凯像壹圆	20574.jpg	20575.jpg	AU	58	1921
1211502475	袁世凯像壹圆	20576.jpg	20577.jpg	AU	58	1914
1211502477	袁世凯像壹圆	20578.jpg	20579.jpg	AU	58	1914
1211502479	袁世凯像壹圆	20580.jpg	20581.jpg	AU	58	1914
1211502481	袁世凯像壹圆	20582.jpg	20583.jpg	AU	58	1914
1211502483	孙中山像壹圆	20584.jpg	20585.jpg	AU	58	1934
1211502485	袁世凯像壹圆	20586.jpg	20587.jpg	AU	58	1921
1211502487	袁世凯像壹圆	20588.jpg	20589.jpg	AU	58	1921
1211502493	袁世凯像壹圆	20590.jpg	20591.jpg	MS	60	1921
1211502495	袁世凯像壹圆	20592.jpg	20593.jpg	AU	58	1920
1211502499	袁世凯像壹圆	20594.jpg	20595.jpg	AU	55	1921
1211502503	袁世凯像壹圆	20596.jpg	20597.jpg	AU	55	1914
1211502507	袁世凯像壹圆	20598.jpg	20599.jpg	MS	60	1914
1211502509	袁世凯像壹圆	20600.jpg	20601.jpg	AU	55	1914
1211502511	袁世凯像壹圆	20602.jpg	20603.jpg	AU	55	1921
1211502513	袁世凯像壹圆	20604.jpg	20605.jpg	AU	55	1921
1211502595	孙中山像壹圆	20606.jpg	20607.jpg	AU	55	1934
1211502715	袁世凯像壹圆	20608.jpg	20609.jpg	AU	55	1921
1211502827	开国纪念壹圆	20610.jpg	20611.jpg	AU	58	1927
1211502829	开国纪念壹圆	20612.jpg	20613.jpg	AU	58	1927
1211502831	开国纪念壹圆	20614.jpg	20615.jpg	AU	58	1927
1211502833	开国纪念壹圆	20616.jpg	20617.jpg	AU	55	1927
1211502835	开国纪念壹圆	20618.jpg	20619.jpg	AU	58	1927
1211502837	开国纪念壹圆	20620.jpg	20621.jpg	AU	58	1927
1211502845	开国纪念壹圆	20622.jpg	20623.jpg	AU	58	1927
1211502847	开国纪念壹圆	20624.jpg	20625.jpg	AU	58	1927
1211502857	开国纪念壹圆	20626.jpg	20627.jpg	AU	55	1927
1211502859	开国纪念壹圆	20628.jpg	20629.jpg	AU	55	1927
1211502861	开国纪念壹圆	20630.jpg	20631.jpg	AU	55	1927
1211502863	开国纪念壹圆	20632.jpg	20633.jpg	AU	55	1927
1211502875	袁世凯像壹圆	20634.jpg	20635.jpg	AU	55	1920
1211503151	袁世凯像壹圆	20636.jpg	20637.jpg	AU	55	1914
1211503157	开国纪念壹圆	20638.jpg	20639.jpg	AU	55	1927
1211503207	袁世凯像壹圆	20640.jpg	20641.jpg	AU	55	1920
1211503225	孙中山像壹圆	20642.jpg	20643.jpg	AU	55	1933
1211503239	云南省造半圆	20644.jpg	20645.jpg	AU	55	1932
1211503279	广东省造壹毫	20646.jpg	20647.jpg	AU	58	1914
1211503281	广东省造壹毫	20648.jpg	20649.jpg	AU	55	1913
1211503283	广东省造壹毫	20650.jpg	20651.jpg	AU	55	1914
1211503293	广东省造5分	20652.jpg	20653.jpg	AU	55	1890
1211503295	广东省造5分	20654.jpg	20655.jpg	AU	55	1890
1211503307	云南省造贰角	20656.jpg	20657.jpg	AU	55	1932
1211503309	福建官局贰毫	20658.jpg	20659.jpg	AU	55	1912
1211503313	云南省造贰角	20660.jpg	20661.jpg	AU	55	1932
1211503321	云南省造贰角	20662.jpg	20663.jpg	AU	58	1932
1211503323	云南省造贰角	20664.jpg	20665.jpg	AU	58	1932
1211503325	广东省造壹毫	20666.jpg	20667.jpg	AU	58	1914
1211503333	浙江省造壹毫	20668.jpg	20669.jpg	AU	55	1924
1211503335	福建官局一角	20670.jpg	20671.jpg	AU	55	1902
1211503343	广东省造5分	20672.jpg	20673.jpg	AU	55	1890
1211503375	孙中山像伍角	20674.jpg	20675.jpg	AU	58	1949
1211503377	孙中山像伍角	20676.jpg	20677.jpg	AU	58	1949
1211503379	孙中山像伍角	20678.jpg	20679.jpg	AU	58	1949
1211503383	孙中山像伍角	20680.jpg	20681.jpg	AU	58	1949
1211503385	孙中山像伍角	20682.jpg	20683.jpg	AU	58	1949
1211503411	孙中山像伍角	20684.jpg	20685.jpg	AU	58	1949
1211503489	袁世凯像壹圆	20686.jpg	20687.jpg	AU	58	1921
1211503491	袁世凯像壹圆	20688.jpg	20689.jpg	AU	55	1921
1211503531	袁世凯像壹圆	20690.jpg	20691.jpg	AU	55	1921
1211503555	袁世凯像壹圆	20692.jpg	20693.jpg	AU	55	1921
1211503565	开国纪念壹圆	20694.jpg	20695.jpg	AU	55	1927
1211503641	袁世凯像壹圆	20696.jpg	20697.jpg	AU	58	1914
1211503651	袁世凯像壹圆	20698.jpg	20699.jpg	AU	55	1920
1211503655	袁世凯像壹圆	20700.jpg	20701.jpg	AU	55	1921
1211503663	袁世凯像壹圆	20702.jpg	20703.jpg	AU	55	1921
1211503675	开国纪念壹圆	20704.jpg	20705.jpg	AU	55	1927
1211503679	开国纪念壹圆	20706.jpg	20707.jpg	AU	58	1927
1211503697	开国纪念壹圆	20708.jpg	20709.jpg	AU	58	1927
1211503767	袁世凯像壹圆	20710.jpg	20711.jpg	AU	55	1914
1211503771	袁世凯像壹圆	20712.jpg	20713.jpg	AU	58	1921
1211503789	袁世凯像壹圆	20714.jpg	20715.jpg	AU	58	1914
1211503889	袁世凯像壹圆	20716.jpg	20717.jpg	AU	58	1914
1211504053	开国纪念壹圆	20718.jpg	20719.jpg	MS	60	1927
1211504167	袁世凯像壹圆	20720.jpg	20721.jpg	AU	55	1920
1211504171	开国纪念壹圆	20722.jpg	20723.jpg	AU	58	1927
1211504193	唐继尧像半圆	20724.jpg	20725.jpg	AU	58	1919
1211504241	孙中山像壹圆	20726.jpg	20727.jpg	AU	58	1933
1211504243	开国纪念壹圆	20728.jpg	20729.jpg	AU	58	1927
1211504513	孙中山像贰毫	20730.jpg	20731.jpg	AU	55	1929
1211504517	孙中山像贰毫	20732.jpg	20733.jpg	AU	55	1929
1211504519	孙中山像贰毫	20734.jpg	20735.jpg	AU	58	1929
1211504521	孙中山像贰毫	20736.jpg	20737.jpg	AU	55	1929
1211504531	孙中山像贰毫	20738.jpg	20739.jpg	AU	58	1929
1211504533	孙中山像贰毫	20740.jpg	20741.jpg	AU	58	1929
1211504543	开国纪念壹圆	20742.jpg	20743.jpg	AU	55	1927
1211504739	袁世凯像壹圆	20744.jpg	20745.jpg	AU	55	1914
1211504777	唐继尧像半圆	20746.jpg	20747.jpg	AU	55	1919
1211504831	袁世凯像壹圆	20748.jpg	20749.jpg	AU	55	1914
1211504931	四川省造卢比	20750.jpg	20751.jpg	AU	55	1906
1211504955	孙中山像伍角	20752.jpg	20753.jpg	AU	55	1949
1211504973	广东省造贰毫	20754.jpg	20755.jpg	AU	55	1921
1211504975	广东省造贰毫	20756.jpg	20757.jpg	AU	55	1921
1211504979	广东省造贰毫	20758.jpg	20759.jpg	MS	60	1922
1211504981	广东省造二角	20760.jpg	20761.jpg	AU	55	1890
1211504983	广东省造二角	20762.jpg	20763.jpg	AU	55	1890
1211504985	广东省造二角	20764.jpg	20765.jpg	AU	55	1890
1211504987	广东省造二角	20766.jpg	20767.jpg	AU	55	1890
1211504989	广东省造二角	20768.jpg	20769.jpg	AU	55	1890
1211504991	广东省造二角	20770.jpg	20771.jpg	AU	55	1890
1211504995	广东省造贰毫	20772.jpg	20773.jpg	AU	58	1919
1211505067	孙中山像壹圆	20774.jpg	20775.jpg	AU	58	1934
1211505151	吉林省造二角	20776.jpg	20777.jpg	AU	55	1901
1211505215	袁世凯像壹圆	20778.jpg	20779.jpg	AU	55	1920
1211505299	云南省造半圆	20780.jpg	20781.jpg	AU	55	1932
1211505301	云南省造半圆	20782.jpg	20783.jpg	AU	55	1911
1211505391	袁世凯像壹圆	20784.jpg	20785.jpg	AU	55	1914
1211505431	东三省造二角	20786.jpg	20787.jpg	AU	58	1914
1211505437	袁世凯像壹圆	20788.jpg	20789.jpg	AU	55	1921
1211505789	四川银币壹圆	20790.jpg	20791.jpg	AU	55	1912
1211505847	广东省造二角	20792.jpg	20793.jpg	AU	55	1890
1211505849	广东省造二角	20794.jpg	20795.jpg	AU	55	1890
1211505851	广东省造二角	20796.jpg	20797.jpg	AU	58	1890
1211505875	开国纪念壹圆	20798.jpg	20799.jpg	AU	58	1927
1211505915	袁世凯像壹圆	20800.jpg	20801.jpg	AU	58	1914
1211505949	云南省造半圆	20802.jpg	20803.jpg	AU	55	1932
1211505979	开国纪念壹圆	20804.jpg	20805.jpg	AU	58	1927
1211506149	澳门银币伍圆	20806.jpg	20807.jpg	AU	55	1971
1211506277	开国纪念壹圆	20808.jpg	20809.jpg	AU	55	1927
1211506337	孙中山像壹圆	20810.jpg	20811.jpg	AU	55	1934
1211506423	袁世凯像壹圆	20812.jpg	20813.jpg	AU	58	1914
1211506453	袁世凯像中圆	20814.jpg	20815.jpg	AU	55	1914
1211506891	袁世凯像壹圆	20816.jpg	20817.jpg	AU	58	1920
1211506929	孙中山像壹圆	20818.jpg	20819.jpg	AU	58	1934
1211506931	孙中山像壹圆	20820.jpg	20821.jpg	AU	58	1934
1211506939	孙中山像壹圆	20822.jpg	20823.jpg	AU	55	1934
1211506941	孙中山像壹圆	20824.jpg	20825.jpg	AU	58	1934
1211506947	孙中山像壹圆	20826.jpg	20827.jpg	AU	55	1934
1211506951	袁世凯像壹圆	20828.jpg	20829.jpg	AU	55	1914
1211506965	袁世凯像壹圆	20830.jpg	20831.jpg	AU	55	1921
1211507001	袁世凯像壹圆	20832.jpg	20833.jpg	AU	55	1914
1211507009	袁世凯像壹圆	20834.jpg	20835.jpg	AU	58	1921
1211507011	袁世凯像壹圆	20836.jpg	20837.jpg	AU	58	1921
1211507091	袁世凯像壹圆	20838.jpg	20839.jpg	AU	58	1921
1211507129	袁世凯像壹圆	20840.jpg	20841.jpg	AU	58	1914
1211507137	孙中山像壹圆	20842.jpg	20843.jpg	AU	58	1933
1211507139	孙中山像壹圆	20844.jpg	20845.jpg	AU	55	1933
1211507585	孙中山像壹圆	20846.jpg	20847.jpg	AU	55	1934
1211507601	黎元洪像壹圆	20848.jpg	20849.jpg	AU	58	1912
1211507605	云南省造半圆	20850.jpg	20851.jpg	AU	58	1911
1211507613	云南省造半圆	20852.jpg	20853.jpg	AU	55	1911
1211507615	云南省造半圆	20854.jpg	20855.jpg	AU	55	1911
1211507617	云南省造半圆	20856.jpg	20857.jpg	AU	55	1911
1211507619	云南省造半圆	20858.jpg	20859.jpg	AU	55	1911
1211507621	云南省造半圆	20860.jpg	20861.jpg	AU	55	1911
1211507623	云南省造半圆	20862.jpg	20863.jpg	AU	55	1911
1211507625	云南省造半圆	20864.jpg	20865.jpg	AU	55	1911
1211507631	云南省造半圆	20866.jpg	20867.jpg	AU	58	1911
1211507633	云南省造半圆	20868.jpg	20869.jpg	AU	58	1911
1211507635	云南省造半圆	20870.jpg	20871.jpg	AU	58	1911
1211507637	云南省造半圆	20872.jpg	20873.jpg	AU	58	1911
1211507747	袁世凯像壹圆	20874.jpg	20875.jpg	AU	58	1914
1211507753	四川省造10文	20876.jpg	20877.jpg	AU	58	1904
1211507757	四川大清10文	20878.jpg	20879.jpg	AU	55	1909
1211507875	江南省造一角	20880.jpg	20881.jpg	AU	55	1898
1211507895	湖北省造二角	20882.jpg	20883.jpg	AU	55	1895
1211507913	福建省造二角	20884.jpg	20885.jpg	AU	55	1894
1211507981	吉林省造二角	20886.jpg	20887.jpg	AU	55	1908
1211508013	袁世凯像壹圆	20888.jpg	20889.jpg	AU	55	1920
1211508043	江南省造一圆	20890.jpg	20891.jpg	AU	55	1904
1211508057	孙中山像壹圆	20892.jpg	20893.jpg	AU	55	1933
1211508119	湖南省造一角	20894.jpg	20895.jpg	AU	58	1898
1211508121	福建省造二角	20896.jpg	20897.jpg	AU	58	1931
1211508129	孙中山像贰毫	20898.jpg	20899.jpg	AU	58	1929
1211508149	袁世凯像壹圆	20900.jpg	20901.jpg	AU	55	1921
1211508197	广东省造贰毫	20902.jpg	20903.jpg	AU	58	1920
1211508201	广东省造贰毫	20904.jpg	20905.jpg	AU	55	1921
1211508477	东三省造二角	20906.jpg	20907.jpg	AU	55	1909
1211508673	袁世凯像壹圆	20908.jpg	20909.jpg	AU	58	1921
1211508675	袁世凯像壹圆	20910.jpg	20911.jpg	AU	58	1921
1211508677	袁世凯像壹圆	20912.jpg	20913.jpg	AU	58	1921
1211508689	袁世凯像壹圆	20914.jpg	20915.jpg	AU	55	1921
1211508691	袁世凯像壹圆	20916.jpg	20917.jpg	AU	55	1921
1211508693	袁世凯像壹圆	20918.jpg	20919.jpg	AU	55	1921
1211508695	孙中山像壹圆	20920.jpg	20921.jpg	AU	55	1934
1211508725	袁世凯像壹圆	20922.jpg	20923.jpg	AU	58	1914
1211508727	袁世凯像壹圆	20924.jpg	20925.jpg	AU	58	1914
1211508729	袁世凯像壹圆	20926.jpg	20927.jpg	AU	58	1914
1211508731	袁世凯像壹圆	20928.jpg	20929.jpg	AU	58	1914
1211508733	袁世凯像壹圆	20930.jpg	20931.jpg	AU	58	1914
1211508735	袁世凯像壹圆	20932.jpg	20933.jpg	AU	58	1914
1211508737	袁世凯像壹圆	20934.jpg	20935.jpg	AU	58	1914
1211508739	开国纪念壹圆	20936.jpg	20937.jpg	AU	58	1927
1211508741	开国纪念壹圆	20938.jpg	20939.jpg	AU	58	1927
1211508743	开国纪念壹圆	20940.jpg	20941.jpg	AU	58	1927
1211508745	开国纪念壹圆	20942.jpg	20943.jpg	AU	58	1927
1211508747	开国纪念壹圆	20944.jpg	20945.jpg	AU	58	1927
1211508749	开国纪念壹圆	20946.jpg	20947.jpg	AU	58	1927
1211508757	开国纪念壹圆	20948.jpg	20949.jpg	AU	55	1927
1211508769	开国纪念壹圆	20950.jpg	20951.jpg	AU	55	1927
1211508771	开国纪念壹圆	20952.jpg	20953.jpg	AU	55	1927
1211508773	开国纪念壹圆	20954.jpg	20955.jpg	AU	55	1927
1211508775	开国纪念壹圆	20956.jpg	20957.jpg	AU	55	1927
1211508777	开国纪念壹圆	20958.jpg	20959.jpg	AU	55	1927
1211508779	开国纪念壹圆	20960.jpg	20961.jpg	AU	55	1927
1211508783	袁世凯像壹圆	20962.jpg	20963.jpg	AU	55	1914
1211508787	袁世凯像壹圆	20964.jpg	20965.jpg	AU	55	1914
1211508789	袁世凯像壹圆	20966.jpg	20967.jpg	AU	55	1914
1211508791	袁世凯像壹圆	20968.jpg	20969.jpg	AU	55	1914
1211508793	袁世凯像壹圆	20970.jpg	20971.jpg	AU	55	1914
1211508795	袁世凯像壹圆	20972.jpg	20973.jpg	AU	55	1914
1211508853	唐继尧像半圆	20974.jpg	20975.jpg	AU	55	1919
1211508885	袁世凯像壹圆	20976.jpg	20977.jpg	AU	58	1914
1211508923	开国纪念壹圆	20978.jpg	20979.jpg	AU	55	1927
1211508997	袁世凯像壹圆	20980.jpg	20981.jpg	AU	55	1914
1211509009	唐继尧像半圆	20982.jpg	20983.jpg	AU	55	1919
1211509041	四川银币壹圆	20984.jpg	20985.jpg	AU	55	1912
1211509059	孙中山像壹圆	20986.jpg	20987.jpg	AU	55	1933
1211509063	孙中山像壹圆	20988.jpg	20989.jpg	AU	55	1934
1211509097	开国纪念壹圆	20990.jpg	20991.jpg	AU	55	1927
1211509161	云南省造半圆	20992.jpg	20993.jpg	AU	55	1911
1211509189	云南省造半圆	20994.jpg	20995.jpg	AU	55	1911
1211509191	云南省造半圆	20996.jpg	20997.jpg	AU	55	1911
1211509365	袁世凯像壹圆	20998.jpg	20999.jpg	AU	55	1920
1211509367	袁世凯像壹圆	21000.jpg	21001.jpg	AU	55	1920
1211509369	袁世凯像壹圆	21002.jpg	21003.jpg	AU	55	1920
1211509371	袁世凯像壹圆	21004.jpg	21005.jpg	AU	55	1920
1211509397	袁世凯像壹圆	21006.jpg	21007.jpg	AU	58	1914
1211509423	广东省造二角	21008.jpg	21009.jpg	AU	55	1909
1211509425	广东省造贰毫	21010.jpg	21011.jpg	AU	58	1920
1211509477	澳门银币伍圆	21012.jpg	21013.jpg	AU	58	1952
1211509631	孙中山像壹圆	21015.jpg	21016.jpg	AU	55	1934
1211509661	开国纪念壹圆	21017.jpg	21018.jpg	AU	55	1927
1211509719	东三省造二角	21019.jpg	21020.jpg	AU	55	1909
1211509777	袁世凯像壹圆	21021.jpg	21022.jpg	AU	58	1914
1211509795	云南省造半圆	21023.jpg	21024.jpg	AU	55	1911
1211509797	云南省造半圆	21025.jpg	21026.jpg	AU	58	1911
1211509807	云南省造半圆	21027.jpg	21028.jpg	AU	55	1911
1211509827	云南省造半圆	21029.jpg	21030.jpg	AU	55	1911
1211509835	云南省造半圆	21031.jpg	21032.jpg	AU	55	1911
1211509849	云南省造半圆	21033.jpg	21034.jpg	AU	55	1911
1211509851	云南省造半圆	21035.jpg	21036.jpg	AU	55	1911
1211509855	云南省造半圆	21037.jpg	21038.jpg	AU	55	1911
1211509863	云南省造半圆	21039.jpg	21040.jpg	AU	55	1911
1211509881	云南省造半圆	21041.jpg	21042.jpg	AU	55	1911
1211509889	云南省造半圆	21043.jpg	21044.jpg	AU	55	1911
1211509925	广东省造贰毫	21045.jpg	21046.jpg	AU	55	1914
1211509993	云南省造一圆	21047.jpg	21048.jpg	AU	55	1911
1211601613	袁世凯像壹圆	21049.jpg	21050.jpg	AU	58	1914
1211601685	云南省造半圆	21051.jpg	21052.jpg	AU	55	1932
1211601691	袁世凯像壹圆	21053.jpg	21054.jpg	AU	58	1914
1211601703	孙中山像壹圆	21055.jpg	21056.jpg	AU	55	1933
1211601827	袁世凯像壹圆	21057.jpg	21058.jpg	AU	55	1919
1211601869	袁世凯像壹圆	21059.jpg	21060.jpg	AU	58	1914
1211601931	四川银币壹圆	21061.jpg	21062.jpg	AU	55	1912
1211601945	袁世凯像壹圆	21063.jpg	21064.jpg	AU	58	1920
1211601965	孙中山像贰毫	21065.jpg	21066.jpg	AU	55	1929
1211601969	孙中山像贰毫	21067.jpg	21068.jpg	AU	55	1929
1211601979	孙中山像贰毫	21069.jpg	21070.jpg	AU	58	1929
1211601989	孙中山像贰毫	21071.jpg	21072.jpg	AU	55	1929
1211601991	孙中山像贰毫	21073.jpg	21074.jpg	AU	55	1929
1211602005	孙中山像贰毫	21075.jpg	21076.jpg	AU	55	1929
1211602007	孙中山像贰毫	21077.jpg	21078.jpg	AU	55	1929
1211602103	袁世凯像壹圆	21079.jpg	21080.jpg	AU	55	1914
1211602109	大清银币壹圆	21081.jpg	21082.jpg	AU	58	1911
1211602147	云南省造半圆	21083.jpg	21084.jpg	AU	58	1932
1211602231	开国纪念壹圆	21085.jpg	21086.jpg	AU	55	1927
1211602253	开国纪念壹圆	21087.jpg	21088.jpg	AU	58	1927
1211602325	袁世凯像壹圆	21089.jpg	21090.jpg	AU	55	1921
1211602529	开国纪念壹圆	21091.jpg	21092.jpg	AU	58	1927
1211602543	广东省造贰毫	21093.jpg	21094.jpg	AU	58	1919
1211602549	袁世凯像壹圆	21095.jpg	21096.jpg	AU	55	1914
1211602555	袁世凯像壹圆	21097.jpg	21098.jpg	AU	58	1914
1211602557	袁世凯像壹圆	21099.jpg	21100.jpg	AU	58	1914
1211602559	袁世凯像壹圆	21101.jpg	21102.jpg	AU	58	1914
1211602677	袁世凯像壹圆	21103.jpg	21104.jpg	AU	58	1914
1211602697	北洋局造一圆	21105.jpg	21106.jpg	AU	55	1908
1211602701	开国纪念壹圆	21107.jpg	21108.jpg	AU	58	1927
1211602827	袁世凯像壹圆	21109.jpg	21110.jpg	AU	55	1921
1211602829	云南省造半圆	21111.jpg	21112.jpg	AU	58	1911
1211602837	云南省造半圆	21113.jpg	21114.jpg	AU	55	1911
1211602839	云南省造半圆	21115.jpg	21116.jpg	AU	55	1911
1211602841	云南省造半圆	21117.jpg	21118.jpg	AU	55	1911
1211602843	云南省造半圆	21119.jpg	21120.jpg	AU	55	1911
1211602845	云南省造半圆	21121.jpg	21122.jpg	AU	55	1911
1211603033	西藏章嘎嘎布	21123.jpg	21124.jpg	AU	58	1912-30
1211603039	西藏章嘎嘎布	21126.jpg	21127.jpg	AU	58	1912-30
1211603041	西藏章嘎嘎布	21128.jpg	21129.jpg	AU	58	1912-30
1211603043	西藏章嘎嘎布	21130.jpg	21131.jpg	AU	58	1912-30
1211603045	西藏章嘎嘎布	21132.jpg	21133.jpg	AU	58	1912-30
1211603049	西藏章嘎嘎布	21134.jpg	21135.jpg	AU	58	1912-30
1211603059	西藏章嘎嘎布	21136.jpg	21137.jpg	AU	58	1912-30
1211603061	西藏章嘎嘎布	21138.jpg	21139.jpg	AU	58	1912-30
1211603067	西藏章嘎嘎布	21141.jpg	21142.jpg	AU	58	1912-30
1211603069	西藏章嘎嘎布	21143.jpg	21144.jpg	AU	58	1912-30
1211603077	西藏章嘎嘎布	21146.jpg	21147.jpg	AU	58	1912-30
1211603081	西藏章嘎嘎布	21148.jpg	21149.jpg	AU	58	1912-30
1211603083	西藏章嘎嘎布	21150.jpg	21151.jpg	AU	58	1912-30
1211603085	西藏章嘎嘎布	21152.jpg	21153.jpg	AU	58	1912-30
1211603087	西藏章嘎嘎布	21154.jpg	21155.jpg	AU	58	1912-30
1211603089	西藏章嘎嘎布	21156.jpg	21157.jpg	AU	58	1912-30
1211603099	西藏章嘎嘎布	21158.jpg	21159.jpg	AU	58	1912-30
1211603101	西藏章嘎嘎布	21160.jpg	21161.jpg	AU	58	1912-30
1211603103	西藏章嘎嘎布	21162.jpg	21163.jpg	AU	58	1912-30
1211603109	西藏章嘎嘎布	21165.jpg	21166.jpg	AU	58	1912-30
1211603111	西藏章嘎嘎布	21167.jpg	21168.jpg	AU	58	1912-30
1211603113	西藏章嘎嘎布	21169.jpg	21170.jpg	AU	58	1912-30
1211603123	西藏章嘎嘎布	21173.jpg	21174.jpg	AU	55	1912-30
1211603125	西藏章嘎嘎布	21175.jpg	21176.jpg	AU	55	1912-30
1211603127	西藏章嘎嘎布	21177.jpg	21178.jpg	AU	55	1912-30
1211603129	西藏章嘎嘎布	21179.jpg	21180.jpg	AU	55	1912-30
1211603131	西藏章嘎嘎布	21181.jpg	21182.jpg	AU	55	1912-30
1211603133	西藏章嘎嘎布	21183.jpg	21184.jpg	AU	55	1912-30
1211603135	西藏章嘎嘎布	21185.jpg	21186.jpg	AU	55	1912-30
1211603139	西藏章嘎嘎布	21187.jpg	21188.jpg	AU	55	1912-30
1211603141	西藏章嘎嘎布	21189.jpg	21190.jpg	AU	55	1912-30
1211603145	西藏章嘎嘎布	21191.jpg	21192.jpg	AU	55	1912-30
1211603147	西藏章嘎嘎布	21193.jpg	21194.jpg	AU	55	1912-30
1211603149	西藏章嘎嘎布	21195.jpg	21196.jpg	AU	55	1912-30
1211603151	西藏章嘎嘎布	21197.jpg	21198.jpg	AU	55	1912-30
1211603153	西藏章嘎嘎布	21199.jpg	21200.jpg	AU	55	1912-30
1211603323	开国纪念壹圆	21201.jpg	21202.jpg	AU	58	1927
1211603541	袁世凯像壹圆	21203.jpg	21204.jpg	AU	58	1914
1211603543	袁世凯像壹圆	21205.jpg	21206.jpg	AU	58	1914
1211603551	开国纪念壹圆	21207.jpg	21208.jpg	AU	58	1927
1211603553	袁世凯像壹圆	21209.jpg	21210.jpg	AU	58	1914
